,date,tweet,cleaned_tweet
1573,2021-10-01 09:36:10,"On a #bitcoin standard birth rates will increase, families will make lasting long-term decisions, products will be made to last, and suicide rates will decrease.   Just to name a few.","On a  standard birth rates will increase, families will make lasting long-term decisions, products will be made to last, and suicide rates will decrease.   Just to name a few."
1575,2021-10-01 09:34:42,"As fiat as it sounds, I may start an online shop of hats and shirts for people that value Bitcoin opsec and trolling the clown world simultaneously.","As fiat as it sounds, I may start an online shop of hats and shirts for people that value Bitcoin opsec and trolling the clown world simultaneously."
1576,2021-10-01 09:34:29,"$EPAZ “As crypto-assets became more popular, they were able to break into the mainstream of the commerce and finance industry. Thus, it is vital to use the $EPAZ #Bitcoin  #Altcoins Tracker App to protect your assets anywhere you go” @epazz   Entry .0156-.018 today (lucky)  .15+  https://t.co/CfCL21oGcJ","$EPAZ “As crypto-assets became more popular, they were able to break into the mainstream of the commerce and finance industry. Thus, it is vital to use the $EPAZ    Tracker App to protect your assets anywhere you go”    Entry .0156-.018 today (lucky)  .15+  "
1577,2021-10-01 09:34:25,"📈💶$7,062,955 $BTC LONGED @$43686.0 [01/10/21 01:34:25] 🏪FTX | BTC-PERP  🗣️Fear is only temporary. Regrets last forever ... - HealthumFitness","📈💶$7,062,955 $BTC LONGED @$43686.0 [01/10/21 01:34:25] 🏪FTX | BTC-PERP  🗣️Fear is only temporary. Regrets last forever ... - HealthumFitness"
1579,2021-10-01 09:33:52,"One more follower and I’ll have 3333 followers!  Idk just seemed cool, but if I wake up tomorrow with 9999 followers that would be cooler 🤷‍♂️  $ICP $ONE $ETH $BTC  https://t.co/3B8sVPBZbt","One more follower and I’ll have 3333 followers!  Idk just seemed cool, but if I wake up tomorrow with 9999 followers that would be cooler 🤷‍♂️  $ICP $ONE $ETH $BTC  "
1580,2021-10-01 09:33:49,"@NeilJacobs Bitcoin has a white paper. Shitcoiners have ""dear hacker"" letters."," Bitcoin has a white paper. Shitcoiners have ""dear hacker"" letters."
1581,2021-10-01 09:33:14,"Bitcoin, Ethereum, Dogecoin Buoyant Exiting September, Analysts Watch For October Recovery $BTC $ETH $DOGE   https://t.co/LLDkwSep4N","Bitcoin, Ethereum, Dogecoin Buoyant Exiting September, Analysts Watch For October Recovery $BTC $ETH $DOGE   "
1582,2021-10-01 09:33:07,“Each complaint seeks orders directing the entities to cease and desist from committing violations of the Commodity Exchange Act and CFTC regulations as charged.” #cryptocurrency #bitcoin  https://t.co/9STfyITha0,“Each complaint seeks orders directing the entities to cease and desist from committing violations of the Commodity Exchange Act and CFTC regulations as charged.”    
1583,2021-10-01 09:32:53,"Twitter tips are finally turned on which is great 👍  EXCEPT that it’s #bitcoin legacy address only, not even segwit! 😡   Seriously can’t wait for Lightning. Who’s bringing @ln_strike to Australia? I heard @jackmallers say someone was…","Twitter tips are finally turned on which is great 👍  EXCEPT that it’s  legacy address only, not even segwit! 😡   Seriously can’t wait for Lightning. Who’s bringing  to Australia? I heard  say someone was…"
1584,2021-10-01 09:32:32,Fascinating conversation on #bitcoin on @jordanbpeterson podcast episode 40  https://t.co/cynOWswDZf,Fascinating conversation on  on  podcast episode 40  
1585,2021-10-01 09:32:31,"📈💶$4,366,099 $BTC LONGED @$43661.0 [01/10/21 01:32:30] 🏪FTX | BTC-PERP  🗣️Give a very warm applause for the new generation of involuntary community members - cryptodepp","📈💶$4,366,099 $BTC LONGED @$43661.0 [01/10/21 01:32:30] 🏪FTX | BTC-PERP  🗣️Give a very warm applause for the new generation of involuntary community members - cryptodepp"
1587,2021-10-01 09:31:54,"Latest crypto prices: Bitcoin up 1.16%, Ether up 1.11% and Dogecoin up 0.09%. Get the latest from the crypto market on  https://t.co/A4fzZc1YVD #CryptoWithNDTV  https://t.co/hss6IQTgEd","Latest crypto prices: Bitcoin up 1.16%, Ether up 1.11% and Dogecoin up 0.09%. Get the latest from the crypto market on  ://"
1588,2021-10-01 09:31:52,"#Bitcoin closed out September at $43,800. If it was $200 higher @100trillionUSD's S2F Model would be completely useless! 😱 (I'm joking btw...)"," closed out September at $43,800. If it was $200 higher 's S2F Model would be completely useless! 😱 (I'm joking )"
1591,2021-10-01 09:31:05,The #BTC of TV's,The  of TV's
1592,2021-10-01 09:30:50,"I'm keen to hear people's thoughts, though I'm sure whatever is suggested will assuredly be speculation.  CIA Ops? Some random dude in Albania? 0.5 bitcoin paid to the owner to transfer the pw of the account? Who knows…","I'm keen to hear people's thoughts, though I'm sure whatever is suggested will assuredly be speculation.  CIA Ops? Some random dude in Albania? 0.5 bitcoin paid to the owner to transfer the pw of the account? Who knows…"
1594,2021-10-01 09:30:03,"@LomahCrypto Dollar, t bills, but btc can be lagging. Friday will be interesting, MOC on sale side.  https://t.co/Cevth8GRQ5"," Dollar, t bills, but btc can be lagging. Friday will be interesting, MOC on sale side.  "
1598,2021-10-01 09:29:25,"Ladies and gentleman, this is DeCeNtRaLiSeD FiNaNcE  https://t.co/adJ0U3AAgr","Ladies and gentleman, this is DeCeNtRaLiSeD FiNaNcE  "
1599,2021-10-01 09:29:23,$SPX and equities futures are still dumping and I’m actually quite surprised $BTC is holding up this well. Either someone knows something with #bitcoin or we are about to see some delayed extreme fuckery. Hold me.  https://t.co/ssO15d1LIJ,$SPX and equities futures are still dumping and I’m actually quite surprised $BTC is holding up this well. Either someone knows something with  or we are about to see some delayed extreme fuckery. Hold me.  
1600,2021-10-01 09:29:18,@LomahCrypto BTC is already down 36% from its highs.  SPX is down 5% from its highs.  Maybe BTC is just the canary in the coal mine., BTC is already down 36% from its highs.  SPX is down 5% from its highs.  Maybe BTC is just the canary in the coal mine.
1601,2021-10-01 09:28:30,"Don't forget to watch the empty closet purple crocs news segment tomorrow, LFG world get with the program already #bitcoin taking over","Don't forget to watch the empty closet purple crocs news segment tomorrow, LFG world get with the program already  taking over"
1602,2021-10-01 09:27:44,@AnthonyJK @sathoarder @firebrand_btc @JRadisRadder @AriZonanHODL @DannyDeafDavis @IwanRabbinstein @labrahodl10 @0rangemirr0r @MarcornRamius @derekmross @MoonOverlord @rleshner  https://t.co/pfFXedGJz0,              
1607,2021-10-01 09:26:51,"@rleshner For a long time I thought the only utility of Ethereum was regulatory cover for bitcoin, but I was wrong.  The entertainment value is fantastic.  Thank you."," For a long time I thought the only utility of Ethereum was regulatory cover for bitcoin, but I was wrong.  The entertainment value is fantastic.  Thank you."
1609,2021-10-01 09:25:31,8.5%  I dig the new wheel @fold_app  https://t.co/zFxq4znwez,8.5%  I dig the new wheel   
1610,2021-10-01 09:25:16,Just did an investing talk for a church youth group &amp; gave away Satoshis as prizes. They were so excited!  It has been a very good #Bitcoin day!,Just did an investing talk for a church youth group &amp; gave away Satoshis as prizes. They were so excited!  It has been a very good  day!
1612,2021-10-01 09:24:46,President of El Salvador just called me. He said he's shipping me a volcano (Amazon Prime) if I pump #BTC tomorrow.,President of El Salvador just called me. He said he's shipping me a volcano (Amazon Prime) if I pump  tomorrow.
1613,2021-10-01 09:23:40,There’s probably a good reason why Bitcoin or Ethereum can’t really be attacked fwiw.  Let’s not deviate too much from our roots.,There’s probably a good reason why Bitcoin or Ethereum can’t really be attacked fwiw.  Let’s not deviate too much from our roots.
1614,2021-10-01 09:23:40,🤴🏼🦖👑 All hail his majesty King of $STX I am going to name him MOONEEB @muneeb 🚀🧑‍🚀🌑 @Derupt_IO @plutus_btc @StacksTrade @Stacks @Stxnftschedule @StacksCommunity  https://t.co/5ms3T1291f,🤴🏼🦖👑 All hail his majesty King of $STX I am going to name him MOONEEB  🚀🧑‍🚀🌑        
1615,2021-10-01 09:21:00,There is no such thing as a free #Bitcoin.,There is no such thing as a free .
1617,2021-10-01 09:20:36,"Before you get the mentality “up only” q4, realize #btc will follow stocks. I think only thing that could save it is another #nft wave where $eth leads btc and we decouple from legacy for a bit","Before you get the mentality “up only” q4, realize  will follow stocks. I think only thing that could save it is another  wave where $eth leads btc and we decouple from legacy for a bit"
1618,2021-10-01 09:20:33,@LomahCrypto Spx was at ath’s for the last year and a half and Bitcoin just nuked last month. Maybe Spx lags Bitcoin, Spx was at ath’s for the last year and a half and Bitcoin just nuked last month. Maybe Spx lags Bitcoin
1619,2021-10-01 09:20:26,@firebrand_btc @JRadisRadder @AriZonanHODL @DannyDeafDavis @IwanRabbinstein @labrahodl10 @0rangemirr0r @MarcornRamius @derekmross @MoonOverlord @rleshner  https://t.co/odVXEq0hN8,            
1620,2021-10-01 09:19:50,More sneak peeks of our #AndroidApp! Using our #nofeestightspread Token Swap feature to buy the dips in #Bitcoin 😉  https://t.co/4LOY6eG0CF,More sneak peeks of our ! Using our  Token Swap feature to buy the dips in  😉  
1621,2021-10-01 09:19:49,@crypto_vanity @Tradermayne They are selling stonks to buy $BTC before the Q4 golden bull run. *puts down crack pipe*,  They are selling stonks to buy $BTC before the Q4 golden bull run. *puts down crack pipe*
1622,2021-10-01 09:19:16,"Bitcoin not following the $SPX nuke right here.  Something feels off here to me.  Legacy markets know something we don’t…? Or, crypto becomes the safe haven for a legacy crash.","Bitcoin not following the $SPX nuke right here.  Something feels off here to me.  Legacy markets know something we don’t…? Or, crypto becomes the safe haven for a legacy crash."
1623,2021-10-01 09:19:08,"Cardano ($ADA) Could Be Used to ‘Run a Nation-State’ in the Future, Says Charles Hoskinson  https://t.co/o8KnATGttA  https://t.co/6xzq3qGiLi","Cardano ($ADA) Could Be Used to ‘Run a Nation-State’ in the Future, Says Charles Hoskinson  ://"
1624,2021-10-01 09:18:38,"Listed Miners vs #BlockstreamMiningNote  Valuations of listed miners have been inflated by mainstream insto demand for $BTC exposure frustrated by mandate/regulatory restrictions  Seems like a trade here...  *just an observation...not financial advice...DYOR..Don't trust, verify  https://t.co/JspLcLAnEs","Listed Miners vs   Valuations of listed miners have been inflated by mainstream insto demand for $BTC exposure frustrated by mandate/regulatory restrictions  Seems like a trade *just an 't trust, verify  "
1625,2021-10-01 09:18:36,"$AUNXF Fins look AMAZING!! ZERO Convertable Debt, $37M Assets, Insane 950% rev increase!! Add the #BTC Mining #natgas sales = A True OTC Gem!! HODL  https://t.co/dmNqzjUtxX","$AUNXF Fins look AMAZING!! ZERO Convertable Debt, $37M Assets, Insane 950% rev increase!! Add the  Mining  sales = A True OTC Gem!! HODL  "
1627,2021-10-01 09:17:57,$BTC Its never fun being a bear. Patiently waiting for 50s  https://t.co/yrwSjZnyFX,$BTC Its never fun being a bear. Patiently waiting for 50s  
1628,2021-10-01 09:17:38,Scary scene on the $SPX.  So questions I'm asking are  - Is $BTC showing strength relative to equities weakness mean if/when equities bounce BTC rips?  - $BTC is lagging equities weakness and it's just a matter of time until if follows suit.  https://t.co/ScthNN2KJT,Scary scene on the $SPX.  So questions I'm asking are  - Is $BTC showing strength relative to equities weakness mean if/when equities bounce BTC rips?  - $BTC is lagging equities weakness and it's just a matter of time until if follows suit.  
1632,2021-10-01 09:16:55,$BTC @100trillionUSD send it!  https://t.co/lVjtEAvpsV,$BTC  send it!  
1633,2021-10-01 09:16:22,I want to put $2000 into a new #BSC coin 🪙. One ☝️ that will stay true to its word. Which can be hard in this space. Any idea of what I should add to the bag or support next? #BNB #cryptocurrencies 🚀 #Doge 🐕 #Btc,I want to put $2000 into a new  coin 🪙. One ☝️ that will stay true to its word. Which can be hard in this space. Any idea of what I should add to the bag or support next?   🚀  🐕 
1635,2021-10-01 09:15:50,The narratives about bitcoin mining and NFT minting killing the planet are so insanely false and disconnected from reality it’s actually stunning.   It makes you wonder what other mainstream narratives are also pure fiction,The narratives about bitcoin mining and NFT minting killing the planet are so insanely false and disconnected from reality it’s actually stunning.   It makes you wonder what other mainstream narratives are also pure fiction
1636,2021-10-01 09:15:50,"$BTC showing considerable strength despite $SPX bleeding Once SPX bottoms, BTC is gonna rally hard","$BTC showing considerable strength despite $SPX bleeding Once SPX bottoms, BTC is gonna rally hard"
1638,2021-10-01 09:15:00,#bitcoin drawdowns  https://t.co/1nVlB6ykKk, drawdowns  
1639,2021-10-01 09:14:22,3 years ago was the 1st #Litecoin Summit. Back then the #LTC network averaged 20k - 25k transactions per day. Fast forward 3 years and the network averages over 130k transactions every day. We are #winning and guess what?? People actually #PayWithLitecoin  https://t.co/cVmCj2sHgk,3 years ago was the 1st  Summit. Back then the  network averaged 20k - 25k transactions per day. Fast forward 3 years and the network averages over 130k transactions every day. We are  and guess what?? People actually   
1640,2021-10-01 09:12:56,"Flash CalyxOS to your Pixel, they said!   Only takes 10 minutes, they said!   Me, never used Terminal before, fucking finally, 2 days later...  https://t.co/pHUVr8wYIn","Flash CalyxOS to your Pixel, they said!   Only takes 10 minutes, they said!   Me, never used Terminal before, fucking finally, 2 days ://"
1641,2021-10-01 09:12:44,@intocryptoverse  https://t.co/1cKFPrTA11,  
1642,2021-10-01 09:12:43,"@intocryptoverse Uptober, innit?  https://t.co/LpM4JAkZLO"," Uptober, innit?  "
1643,2021-10-01 09:12:41,@JovanHPulitzer We are f*cked. The end is near!, We are f*cked. The end is near!
1644,2021-10-01 09:12:15,@rleshner I checked my Bitcoin. I still have the same amount I had before., I checked my Bitcoin. I still have the same amount I had before.
1645,2021-10-01 09:11:08,Q4 has arrived. What will #Bitcoin do?,Q4 has arrived. What will  do?
1646,2021-10-01 09:10:40,PlanB is from the future or what,PlanB is from the future or what
1647,2021-10-01 09:10:31,Bitcoin ve Ethereum'da Son Durum -CANLI SİNYAL- https://t.co/JBpSpYvwDd #bitcoin #btc #kriptopara #Bitmex,Bitcoin ve Ethereum'da Son Durum -CANLI SİNYAL- 
1648,2021-10-01 09:10:28,#bitcoin last 12 monthly candles  https://t.co/ZPInP45lJG, last 12 monthly candles  
1649,2021-10-01 09:09:07,Which way western man?  https://t.co/rFcDnWQbF3,Which way western man?  
1651,2021-10-01 09:08:13,Found some good value with this Bitcoin @alphabettyNFT  https://t.co/1zYcmmpKWb,Found some good value with this Bitcoin   
1653,2021-10-01 09:07:16,@DylanLeClair_ @theemikehobart @rleshner  https://t.co/9hL9xsObcb,    
1654,2021-10-01 09:07:12,A special attention to #bitcoin breaking this next resistance at $44.3k. A really big move will come as long we confirm it. 👀  https://t.co/k5Myv6lRnb,A special attention to  breaking this next resistance at $44.3k. A really big move will come as long we confirm it. 👀  
1655,2021-10-01 09:07:01,"Did you know Circle K has Bitcoin ATMs?   Their partnership with @Bitcoin_Depot has allowed the BTC kiosk company to reach 5,000 installations in North America.  https://t.co/cikIX1Yqrm","Did you know Circle K has Bitcoin ATMs?   Their partnership with  has allowed the BTC kiosk company to reach 5,000 installations in North America.  "
1656,2021-10-01 09:06:38,Well… I guess we broke @TwitterSpaces tonight with our room ? What happened ?   @QE4Everyone @MatiGreenspan @ozsultan @ger313 gave away a TRILLION $ #NFT coin 💥💥💥  @IntercoinOrg @GregMozart 🔥💣 #UBI @CryptoStaceyB   @JayCryptik  $70 in #BTC 💥💥💥  🙏🏽 for coming through ❤️  https://t.co/5H0VAwbwUB,Well… I guess we broke  tonight with our room ? What happened ?       gave away a TRILLION $  coin 💥💥💥    🔥💣       $70 in  💥💥💥  🙏🏽 for coming through ❤️  
1657,2021-10-01 09:06:20,copp’d btc princess.  1/5  wgmi🤩  https://t.co/V47Uhd7mAe,copp’d btc princess.  1/5  wgmi🤩  
1658,2021-10-01 09:05:55,I have a 🔑 emoji in my name because each of you should HODL your own #Bitcoin private keys.  Just in case that wasn’t clear already.,I have a 🔑 emoji in my name because each of you should HODL your own  private keys.  Just in case that wasn’t clear already.
1659,2021-10-01 09:05:26,CGC Scholarship Application #8 is OPEN🔥  To apply: ✅Follow @btc_pancake and @DegenTrash  ✅Tag 3 Friends and retweet ✅Fill up the form. Read all the questions carefully!   #AxieInfinity #AxieInfinityScholar #AxieScholarships #AxieScholar,CGC Scholarship Application  is OPEN🔥  To apply: ✅Follow  and   ✅Tag 3 Friends and retweet ✅Fill up the form. Read all the questions carefully!      
1660,2021-10-01 09:04:57,“I’m telling the IRS!!!”,“I’m telling the IRS!!!”
1661,2021-10-01 09:04:47,Like me bringing my own pillow to hotels isn’t the weird thing. What’s weird is it’s almost like hotels intentionally purchase bad quality pillows.,Like me bringing my own pillow to hotels isn’t the weird thing. What’s weird is it’s almost like hotels intentionally purchase bad quality pillows.
1662,2021-10-01 09:04:40,Tbh don’t really understand why $BTC is still #1 marketcap,Tbh don’t really understand why $BTC is still  marketcap
1663,2021-10-01 09:04:21,@camilacampton @21MQHardningBTC So true. Inflation kills strong families. Sometimes I wonder if that was by design.,  So true. Inflation kills strong families. Sometimes I wonder if that was by design.
1664,2021-10-01 09:04:13,$DOT @Polkadot   I very much look forward to it breaking $30 🤞✍️♥️  #Bitcoin #Ethereum #Cryptocurrency  https://t.co/FHz3IsSbHJ,$DOT    I very much look forward to it breaking $30 🤞✍️♥️      
1665,2021-10-01 09:03:42,Bitcoin has 120 million users. #hex has only 64k users and yet it’s already ranked #3. We are still early. 🔥,Bitcoin has 120 million users.  has only 64k users and yet it’s already ranked . We are still early. 🔥
1666,2021-10-01 09:02:34,Snoop Dogg has been crushing it for 30 years.  #Bitcoin isn't even 13 years old yet.  It's so early.,Snoop Dogg has been crushing it for 30 years.   isn't even 13 years old yet.  It's so early.
1667,2021-10-01 09:02:28,#bitcoin on this date  https://t.co/Q64jIAsfrp, on this date  
1668,2021-10-01 09:02:24,You have to be ignorant not to know this is iatrogenic Myocardial Infarction's from the Big Pharma solution.  LOL https://www.thetimes.co.uk/article/mystery-rise-in-heart-attacks-from-blocked-arteries-m253drrnf,You have to be ignorant not to know this is iatrogenic Myocardial Infarction's from the Big Pharma solution.  LOL 
1670,2021-10-01 09:01:46,Why are hotel pillows made out of cotton balls,Why are hotel pillows made out of cotton balls
1672,2021-10-01 09:01:10,"Welcome to bitcoin’s volcano lair, where they power #BTC with super hot lava, deep in the heart of El Salvador’s jungle. @nayibbukele   #BSCNews #CryptoNews #Crypto #Bitcoin  https://t.co/ikYcJe917X","Welcome to bitcoin’s volcano lair, where they power  with super hot lava, deep in the heart of El Salvador’s jungle.         "
1676,2021-10-01 08:59:26,Bitcoin reclaimed the 200 DMA on CME today. Not a bad thing.  https://t.co/Rub543jkec,Bitcoin reclaimed the 200 DMA on CME today. Not a bad thing.  
1677,2021-10-01 08:59:09,"Them: ""Your holding your Bitcoin until the big boys get in?""  Me: ""Are you asking if I would sell Bitcoins to a central banker?""  Them: ""What if they offer you millions per coin?""  Me: ""I would never sell to them, in fact they can go fck themselves"".","Them: ""Your holding your Bitcoin until the big boys get in?""  Me: ""Are you asking if I would sell Bitcoins to a central banker?""  Them: ""What if they offer you millions per coin?""  Me: ""I would never sell to them, in fact they can go fck themselves""."
1678,2021-10-01 08:58:38,@AwyeeDeaterBob @rleshner Yesterday I jumped into a spaces and within the first minute heard Udi defending Compound. I laughed and immediately left. Can’t make this shit up.,  Yesterday I jumped into a spaces and within the first minute heard Udi defending Compound. I laughed and immediately left. Can’t make this shit up.
1680,2021-10-01 08:57:52,"Harold has all of his 401k in growth stocks. He learned a hard lesson about diversification this week. He says that even his ETH &amp; BTC are struggling. Luckily, Harold still has some money left over for his fancy cigars. He says, 'Hodl and light em if you got 'em' @SSofWhales  https://t.co/WM1yblGO2H","Harold has all of his 401k in growth stocks. He learned a hard lesson about diversification this week. He says that even his ETH &amp; BTC are struggling. Luckily, Harold still has some money left over for his fancy cigars. He says, 'Hodl and light em if you got 'em'   "
1681,2021-10-01 08:57:48,"Remember when I said the closer we are to bitcoin's death, is Xrp's rise? Look at the world state...","Remember when I said the closer we are to bitcoin's death, is Xrp's rise? Look at the world "
1682,2021-10-01 08:57:36,"$LUFFY   - 1hr Chart - Expecting it to bounce of the support (BUY ZONE) - MACD will be fully reset - Should see a really nice pump once that supports hit - Perfect time to top up \ - 60m MC so so cheap still, should be around 200m   $FLOKI $VET $BTC $ETH   NFA   LETS GO LUFFY.  https://t.co/c5H6yIsDiq","$LUFFY   - 1hr Chart - Expecting it to bounce of the support (BUY ZONE) - MACD will be fully reset - Should see a really nice pump once that supports hit - Perfect time to top up \ - 60m MC so so cheap still, should be around 200m   $FLOKI $VET $BTC $ETH   NFA   LETS GO LUFFY.  "
1684,2021-10-01 08:55:04,"Big news betas!!! i now Have tipping in my bio and am Accepting Bitcoin 🤩  Perfect limited opportunity to Set urself apart, be my First crypto send :-)  findom finsub Collegebrat walletdrain whalesub Cashcow","Big news betas!!! i now Have tipping in my bio and am Accepting Bitcoin 🤩  Perfect limited opportunity to Set urself apart, be my First crypto send :-)  findom finsub Collegebrat walletdrain whalesub Cashcow"
1687,2021-10-01 08:53:53,Imagine thinking it's too late to buy #bitcoin   It's like thinking it was too late to buy #Apple because they released they ipod already....  https://t.co/Af0iCWHpwn,Imagine thinking it's too late to buy    It's like thinking it was too late to buy  because they released they ipod ://
1688,2021-10-01 08:52:46,tiktok has 100 billion users... if each one buys 1 bitcoin we can sell them 100 billion bitcoin  i won't make money coz I don't have bitcoin   but my math checks out,tiktok has 100 billion 't make money coz I don't have bitcoin   but my math checks out
1689,2021-10-01 08:52:42,#KLV is a massive project with great potential top 100 CMC Because work hard team #klever And Big Family Let’s still breaking records  $KLV #Kleverfam #KleverExchange #Bitcoin #cryptocurrencies #Blockchain, is a massive project with great potential top 100 CMC Because work hard team  And Big Family Let’s still breaking records  $KLV     
1690,2021-10-01 08:52:15,"In the next decade, the only time I will potentially sell my $TSLA stock is when Starlink IPO happens.","In the next decade, the only time I will potentially sell my $TSLA stock is when Starlink IPO happens."
1691,2021-10-01 08:51:55,"The last Quarter of the year to make life changing money is coming, few will be part of the last massive parabolic growth 📈  #BTC #BNB #CAKE  https://t.co/WbEwTuiNq0","The last Quarter of the year to make life changing money is coming, few will be part of the last massive parabolic growth 📈      "
1692,2021-10-01 08:51:30,@camilacampton Yes. Our society has preferred high time preference relationships the past 5 decades. Prioritizing short term happinesses over long-term strong marriages  https://t.co/ecPjU72wjv, Yes. Our society has preferred high time preference relationships the past 5 decades. Prioritizing short term happinesses over long-term strong marriages  
1693,2021-10-01 08:51:26,2021: NFTs are just JPEGS  2022: People realize NFTs aren't anything but a money-laundering scheme and a fragile link that cheapens art for the sake of ego of Bitcoin traders,2021: NFTs are just JPEGS  2022: People realize NFTs aren't anything but a money-laundering scheme and a fragile link that cheapens art for the sake of ego of Bitcoin traders
1695,2021-10-01 08:51:04,"Tomorrow. 9:30am EST.  I’ll be on @CNN International with @jchatterleyCNN.  Talking all things @Twitter, Strike API, #Bitcoin price action, and more.  Clear eyes, full hearts, empty closets, purple crocs.  Can’t lose.  Let’s go 🚀🔥⚡️","Tomorrow. 9:30am EST.  I’ll be on  International with .  Talking all things , Strike API,  price action, and more.  Clear eyes, full hearts, empty closets, purple crocs.  Can’t lose.  Let’s go 🚀🔥⚡️"
1696,2021-10-01 08:50:40,$BTC #bitcoin right there  https://t.co/rTFMYmaCip,$BTC  right there  
1697,2021-10-01 08:50:26,Introducing Cloud 20 - a collection of custom AI art animated individually. Each piece is a unique.  This one is Wipeout   https://t.co/lBlOYknd83  #NFTGiveaways #NFTs #nftart #nftcollector #NFTCommunity #NFTartists #Ethereum #Bitcoin      #NFTdrop #nft #BAY #NFTshill,Introducing Cloud 20 - a collection of custom AI art animated individually. Each piece is a unique.  This one is Wipeout   
1699,2021-10-01 08:49:54,We are still in the 1st stages of $ANY . This all feels to familiar to last year with $MARA and $RIOT #BTC . Same time I was telling my teammates to buy #BTC in that $7K to $12K range  https://t.co/98s6bp7PHP,We are still in the 1st stages of $ANY . This all feels to familiar to last year with $MARA and $RIOT  . Same time I was telling my teammates to buy  in that $7K to $12K range  
1700,2021-10-01 08:49:50,$XPR 💎 the word is spreading,$XPR 💎 the word is spreading
1701,2021-10-01 08:49:43,I was off by 3 weekends. The massive pump weekend has to be this one. $LTC $BTC.,I was off by 3 weekends. The massive pump weekend has to be this one. $LTC $BTC.
1702,2021-10-01 08:49:42,Got my first call today from an accredited client asking about #hedera #hbar $hbar   Majority of calls are Bitcoin &amp; Ethereum.  We do get periodic calls on XRP &amp; Cardano as well  First for HEDERA / HBAR-And so it begins….   #crypto @CredibleCrypto @MoonLamboio @Moonchaser2020  https://t.co/CyayByCQJK,Got my first call today from an accredited client asking about   $hbar   Majority of calls are Bitcoin &amp; Ethereum.  We do get periodic calls on XRP &amp; Cardano as well  First for HEDERA / HBAR-And so it begins….        
1706,2021-10-01 08:48:14,$FLOKI   - 4hr Chart - All things going to plan looks great. - Should bounce of trend line once last time.  - Once it Trends up MACD will cross over causing uptrend - RSI reset and ready to move up  - Chart is looking GREAT.   Get ready VIKINGS   NFA.  $VET $LUFFY $FLOKI $BTC  https://t.co/ko2GRzO1Or,$FLOKI   - 4hr Chart - All things going to plan looks great. - Should bounce of trend line once last time.  - Once it Trends up MACD will cross over causing uptrend - RSI reset and ready to move up  - Chart is looking GREAT.   Get ready VIKINGS   NFA.  $VET $LUFFY $FLOKI $BTC  
1707,2021-10-01 08:48:07,Welcome the first candle of October and Q4.  #Buckleup  #BTC #ETH $ETN #Crypto,Welcome the first candle of October and Q4.      $ETN 
1708,2021-10-01 08:47:38,"Hello, my name is Lyle and I’m a bitcoin diminishing curve chart denier.","Hello, my name is Lyle and I’m a bitcoin diminishing curve chart denier."
1709,2021-10-01 08:47:09,[SCAN RESULTS - 15m]  Exchange: #KuCoin  Top 5 bullish trend (#BTC pair) 1: $KLV 2: $UOS 3: $ZCX 4: $ELA 5: $BTT  Top 5 bullish trend (#USDT pair) 1: $VET3L 2: $ZCX 3: $BURP 4: $NOIA 5: $API3  Ranking for #KuCoin symbols not listed on #Binance,[SCAN RESULTS - 15m]  Exchange:   Top 5 bullish trend ( pair) 1: $KLV 2: $UOS 3: $ZCX 4: $ELA 5: $BTT  Top 5 bullish trend ( pair) 1: $VET3L 2: $ZCX 3: $BURP 4: $NOIA 5: $API3  Ranking for  symbols not listed on 
1710,2021-10-01 08:46:13,Tomorrow evening begins the tickets for the Bitcoin Raffle. Crazy to think that someone who mints will be receiving a FULL BITCOIN once 100% of the Crypto Rangers have been minted....  #ChangeSomeonesLife #LaunchWeek,Tomorrow evening begins the tickets for the Bitcoin Raffle. Crazy to think that someone who mints will be receiving a FULL BITCOIN once 100% of the Crypto Rangers have been 
1711,2021-10-01 08:46:11,#bitcoin   volume is the footprint of price action.  the descending triangle breakout w/ low volume suggests it’s a fakeout propelled by short squeeze.  market makers are looking for liquidity before a major move. careful with trades in this choppy range.  https://t.co/H4byNBQRVK,   volume is the footprint of price action.  the descending triangle breakout w/ low volume suggests it’s a fakeout propelled by short squeeze.  market makers are looking for liquidity before a major move. careful with trades in this choppy range.  
1714,2021-10-01 08:45:15,🤑 Introducing @MiniSatoshiBSC 🤑  💵 #BTC rewards 💰 Profit used to buyback &amp; add liquidity on the token 🪙  Double your tokens up to 100K tokens 🎨 First 1000 #NFTs ready soon 💻 Their own platform ready in few weeks 🎙 Team is up for any questions  TG :  https://t.co/UHzWEZhJ3S  https://t.co/ZiCG3i38aE,🤑 Introducing  🤑  💵  rewards 💰 Profit used to buyback &amp; add liquidity on the token 🪙  Double your tokens up to 100K tokens 🎨 First 1000  ready soon 💻 Their own platform ready in few weeks 🎙 Team is up for any questions  TG :  ://
1715,2021-10-01 08:44:44,"@SynapticMac @zhusu Tech stocks dip 10%, China stocks go up 10%, gold flat, $BTC up 200% = lots of pain for traditional finance because they’re long tech, short China, long gold as a hedge against this kind of event, and massively underexposed to Bitcoin which is the new hedge against stock turmoil.","  Tech stocks dip 10%, China stocks go up 10%, gold flat, $BTC up 200% = lots of pain for traditional finance because they’re long tech, short China, long gold as a hedge against this kind of event, and massively underexposed to Bitcoin which is the new hedge against stock turmoil."
