,date,tweet,cleaned_tweet,sentiment
1481,2021-10-01 10:12:07,@StoneyBtc @emergent_btc Yeaahh.... I'm gonna have to go with:  https://t.co/swaCVljVQe,  Y'm gonna have to go with:  ,0.005896627902984619
1482,2021-10-01 10:11:45,Here’s some late night $BTC analysis so you can sleep tonight.   Approaching resistance: Price action is bearish. MACD is weakening.   Moonboys will do anything to get you emotional to buy. The charts tell a different story.   #bitcoin #cryptocurrency #cryptotrading #cryptonews  https://t.co/0mi3YiwBHW,Here’s some late night $BTC analysis so you can sleep tonight.   Approaching resistance: Price action is bearish. MACD is weakening.   Moonboys will do anything to get you emotional to buy. The charts tell a different story.        ,0.003910541534423828
1483,2021-10-01 10:11:39,💥💥💥 #Bitcoin Q4 LFG!! 😎🚀🌗,💥💥💥  Q4 LFG!! 😎🚀🌗,0.009006083011627197
1484,2021-10-01 10:11:23,The way traders were excited for September and Market just stayed rangebound after one drop Expecting similar rangebound October after one strong move  Max pain is sideways and not towards ATH or below 20k for Q4 imo,The way traders were excited for September and Market just stayed rangebound after one drop Expecting similar rangebound October after one strong move  Max pain is sideways and not towards ATH or below 20k for Q4 imo,0.007641017436981201
1487,2021-10-01 10:10:16,"""There are so many opportunities right now that I think capital is getting redirected,"" @wave_financial's Justin Chuh says.  #Bitcoin will be around the $50,000 range by December, he predicts.  Watch the full markets analysis on ""All About Bitcoin"":  https://t.co/PjklGth1vS  https://t.co/R7bW0sXSJT","""There are so many opportunities right now that I think capital is getting redirected,"" 's Justin Chuh says.   will be around the $50,000 range by December, he predicts.  Watch the full markets analysis on ""All About Bitcoin"":  ://",0.005851149559020996
1489,2021-10-01 10:10:08,"@HuobiGlobal Bitcoin, Ether Rally Back to Levels ↖️ https://t.co/l4Os08UvWL"," Bitcoin, Ether Rally Back to Levels ↖️ ",0.008197486400604248
1490,2021-10-01 10:09:55,"@MaccoyMo Time more than anything yeah, my memory is bad enough as it is, I wouldn't even remember most nights out then I'd be miserable for 3 days afterwards"," Time more than anything yeah, my memory is bad enough as it is, I wouldn't even remember most nights out then I'd be miserable for 3 days afterwards",0.001114189624786377
1491,2021-10-01 10:09:50,I also just made my first campaign contribution to the pro-crypto progressive that’s most likely to put Brad Sherman into his unearned retirement.  Consider supporting @AarikaRhodes before the quarterly fundraising ends tonight. She takes Bitcoin!,I also just made my first campaign contribution to the pro-crypto progressive that’s most likely to put Brad Sherman into his unearned retirement.  Consider supporting  before the quarterly fundraising ends tonight. She takes Bitcoin!,0.28405946493148804
1493,2021-10-01 10:08:53,"$17,000 in $BTC To A Random Person Just Follows &amp; Retweets  Best Of Luck... 💰","$17,000 in $BTC To A Random Person Just Follows &amp; Retweets  Best Of L💰",0.00413358211517334
1495,2021-10-01 10:07:51,"Ended the month w/ 434,827 podcast downloads!  Looking to 5x these numbers along with the #Bitcoin price in Q4. 😎🚀🌗  I appreciate your support!   https://t.co/Z7WYiPQqMM  https://t.co/K64lveRtp9","Ended the month w/ 434,827 podcast downloads!  Looking to 5x these numbers along with the  price in Q4. 😎🚀🌗  I appreciate your support!   ://",0.9843928217887878
1496,2021-10-01 10:07:44,And it was good for Bitcoin  https://t.co/e7mMPlHVQM,And it was good for Bitcoin  ,0.989431619644165
1497,2021-10-01 10:06:46,#Bitcoin is a game changer...  #Monopoly &amp; @bluewalletio #Lightning ⚡️  https://t.co/0JUkM8CQLl, is a game &amp;   ⚡️  ,0.002897918224334717
1498,2021-10-01 10:06:19,"I appreciate the BTC humor, but to be clear, Erowid has never sold DMT or any other drug (or really, anything at all). :)  https://t.co/zGy9sNUBvq","I appreciate the BTC humor, but to be clear, Erowid has never sold DMT or any other drug (or really, anything at all). :)  ",0.004839599132537842
1500,2021-10-01 10:05:57,How it started:                      How it's going: 2017                                        2021   #BTC #KCS  #KuCoinTurns4 #MOVING4WARD  https://t.co/6EeguLMYyp,How it started:                      How it's going: 2017                                        2021         ,0.03764212131500244
1503,2021-10-01 10:03:26,Wait is #btc and #eth strong enough cuz infrastructure won’t pass and in that bill it’s the wording that fucked crypto in the US?,Wait is  and  strong enough cuz infrastructure won’t pass and in that bill it’s the wording that fucked crypto in the US?,0.000767827033996582
1504,2021-10-01 10:03:24,selling this nft. 2 btc  https://t.co/bY0IrJUKrp,selling this nft. 2 btc  ,0.0034686923027038574
1507,2021-10-01 10:02:29,IMO the Crypto Market is undervalued due the September FUD and bad news around the Stock Market #BTC #BNB #CAKE,IMO the Crypto Market is undervalued due the September FUD and bad news around the Stock Market   ,0.0008563995361328125
1508,2021-10-01 10:01:54,"🐉With Skill, Focus And Power You Can Become A Samurai..🥷🔥Come Join The Ranks And $MXS Will Teach You To Become A Fierce Samurai. 🥷🥷 Don't Miss Your Opportunity.. 💯 Tg:  https://t.co/PYb2zcWf0w  #MXS #Marketing #Worldwide #Crypto #BTC #ETH #SHIB $BONE  https://t.co/hdyAJgcz61","🐉With Skill, Focus And Power You Can Become A Samurai..🥷🔥Come Join The Ranks And $MXS Will Teach You To Become A Fierce Samurai. 🥷🥷 Don't Miss Your Opportunity.. 💯 Tg:  $BONE  ",0.9972127079963684
1509,2021-10-01 10:01:46,"I really don't have enough bitcoin for a $135k top to be  very interesting to me. Sure, I'll be 3 times richer than I am now, but life-changing? Nope.   It makes HODLing an easy decision.","I really don't have enough bitcoin for a $135k top to be  very interesting to me. Sure, I'll be 3 times richer than I am now, but life-changing? Nope.   It makes HODLing an easy decision.",0.9890882968902588
1510,2021-10-01 10:01:23,$SPY $ES $BTC Brief market update. I'm ready for the volatility but also ready for the oversold rally. Just got to man up stay in the pocket and will see through the $BTC and related crypto thesis. I like $TQQQ around 110-112 as well though that's less explosive than crypto.  https://t.co/BO3r8V5y4u,$SPY $ES $BTC Brief market update. I'm ready for the volatility but also ready for the oversold rally. Just got to man up stay in the pocket and will see through the $BTC and related crypto thesis. I like $TQQQ around 110-112 as well though that's less explosive than crypto.  ,0.0039594173431396484
1511,2021-10-01 10:01:20,🍻 Cheers..The Biggest News Right Now Is That  https://t.co/w9x3yPgMs0 Is Now LIVE!!! 🔥🔥 Come Keep Up With The New Hot Crypto News And See All Of These Great Tokens Listing One After Another..🗞  #EPRO #MXS #BTC #ETH #Crypto #TakeOver #SHIB $BONE  https://t.co/UudWcEr4fg,🍻 Cheers..The Biggest News Right Now Is That  !!! 🔥🔥 Come Keep Up With The New Hot Crypto News And See All Of These Great Tokens Listing One After Another..🗞         $BONE  ,0.9968090653419495
1512,2021-10-01 10:00:58,Fill Your Bag Full Of $EPRO And Walk Into Your Future..💰🤑 The Passive Income Is Real!! 💯  https://t.co/w9x3yPgMs0  #EPRO #MXS #passiveincome #Crypto  #BTC #ETH #SHIB $BONE  https://t.co/qfcStCLZEz,Fill Your Bag Full Of $EPRO And Walk Into Your Future..💰🤑 The Passive Income Is Real!! 💯  $BONE  ,0.894419252872467
1513,2021-10-01 10:00:53,Why are institutions buying $BTC?  Take 80% off our premium investor newsletter with the code BULLISH and get insights from the pros.  https://t.co/PAxwHiCQiZ,Why are institutions buying $BTC?  Take 80% off our premium investor newsletter with the code BULLISH and get insights from the pros.  ,0.04276174306869507
1514,2021-10-01 10:00:38,Go Pro With $EPRO. Where You Have All The Tools Needed To Succeed..  https://t.co/w9x3yPgMs0  #EPRO #MXS #passiveincome #TakeOver #AllinOne #BTC #ETH #Crypto #SHIB $BONE  https://t.co/ukfRSFRa8K,Go Pro With $EPRO. Where You Have All The Tools Needed To Succeed..  $BONE  ,0.0030185580253601074
1515,2021-10-01 10:00:35,#MintTheCoin folks are on the Bitcoin marketing team but some of them do not realize this  MMT 🤝 BTC  I continue to think the two will have a close relationship this coming decade  No monetary limits sounds great but at least citizens have a Plan B in case that does not work out, folks are on the Bitcoin marketing team but some of them do not realize this  MMT 🤝 BTC  I continue to think the two will have a close relationship this coming decade  No monetary limits sounds great but at least citizens have a Plan B in case that does not work out,0.016310513019561768
1516,2021-10-01 10:00:20,"Be Free By Saving Alot Of Your Time.. Instead of using Coin Market Cap,  https://t.co/RtNx4OlbTu, Dextools and Coin Geico, All You Have To Use Is One Platform And Thats $EPRO..   Check It Out:  https://t.co/w9x3yPgMs0  #EPRO #MXS #BTC #ETH #Crypto #SHIB $BONE  https://t.co/9Y3Ntoklt7","Be Free By Saving Alot Of Your Time.. Instead of using Coin Market Cap,  , Dextools and Coin Geico, All You Have To Use Is One Platform And Thats $EPRO..   Check It Out:  $BONE  ",0.00538027286529541
1518,2021-10-01 10:00:10,#Bitcoin  https://t.co/br3NkZ1Ggx,  ,0.004558682441711426
1519,2021-10-01 10:00:00,🔥Manchester United 🆚 Everton -  #PremierLeague Football Crypto Sportsbook    https://t.co/iAcFSI6Imq  🚀Both teams have been highly conceding scores and will this game will also be a high scoring game? Bet on #Bitgame today and get BIG WINS in #crypto!  #Sports #BTC #ETH  https://t.co/0i2iJJjhou,🔥Manchester United 🆚 Everton -   Football Crypto Sportsbook    🚀Both teams have been highly conceding scores and will this game will also be a high scoring game? Bet on  today and get BIG WINS in !      ,0.9802107214927673
1520,2021-10-01 09:59:47,Only one place for #Bitcoin to go from here 🔻  https://t.co/a0Wm4hudb8,Only one place for  to go from here 🔻  ,0.0007894039154052734
1522,2021-10-01 09:59:20,"In my unqualified, but honest opinion:  feels like #IMF has been shorting #Bitcoin since #ElSalvador's legal tender law came into effect on Sep 7th. I think we're about to see the mother of all short-squeezes. Bonus if it bankrupts the IMF for combatting humanitarian efforts.","In my unqualified, but honest opinion:  feels like  has been shorting  since 's legal tender law came into effect on Sep 7th. I think we're about to see the mother of all short-squeezes. Bonus if it bankrupts the IMF for combatting humanitarian efforts.",0.0033919811248779297
1523,2021-10-01 09:59:18,"We never got confirmation from @ShytoshiKusama will  https://t.co/6o1VStX8Sw ever be list other #CRYPTO 🪙 that doesn’t belong to #ShibaSwap ecosystem and tokens except $SHIB $BONE $LEASH. He never confirmed it, but he never denied it either. #SHIBARMY #BTC #Bitcoin 👀  https://t.co/JNYd4zt7N8","We never got confirmation from  will  🪙 that doesn’t belong to  ecosystem and tokens except $SHIB $BONE $LEASH. He never confirmed it, but he never denied it either.    👀  ",0.005514204502105713
1524,2021-10-01 09:58:19,@jchapdude @DanPriceSeattle Lazy management is 90% of management.,  Lazy management is 90% of management.,0.001385331153869629
1525,2021-10-01 09:57:09,Ik I will touch my first 6 figures plus with $SAITA this year and so will many others @Saitamaguru1 is gonna take us to the moon bombs will be dropped soon🚀#saitama #SaitamaWolfPack #Crypto #cryptocurrency #Bitcoin,Ik I will touch my first 6 figures plus with $SAITA this year and so will many others  is gonna take us to the moon bombs will be dropped soon🚀    ,0.005809903144836426
1526,2021-10-01 09:56:28,NFT meetup #2 has gotten much bigger from last time! @MariaShen @AliaksandrH  https://t.co/kxhKTLK7Ws,NFT meetup  has gotten much bigger from last time!    ,0.9940398931503296
1529,2021-10-01 09:52:57,The October Astro TA #BTC &amp; #ETH Forecast is now out on Substack and Patreon !  VOL 3 Issue 19 October 2021 #BTC AstroCrypto Report  https://t.co/XCOu9QjMl9,The October Astro TA  &amp;  Forecast is now out on Substack and Patreon !  VOL 3 Issue 19 October 2021  AstroCrypto Report  ,0.004119157791137695
1530,2021-10-01 09:52:03,Catching the front waves of these $DIGG positive rebase cycles is always great.  And better than $AMPL you can keep your tricrypto yield at 120% APR on arbitrum (or bitcoin at 66%) to double benefit.  And there are some interesting new ideas around $DIGG brewing.  $BADGER,Catching the front waves of these $DIGG positive rebase cycles is always great.  And better than $AMPL you can keep your tricrypto yield at 120% APR on arbitrum (or bitcoin at 66%) to double benefit.  And there are some interesting new ideas around $DIGG brewing.  $BADGER,0.9988139867782593
1532,2021-10-01 09:51:36,ok but think of what an amazing scam this is  we are fools for not scamming bitcoin bros out of money for trivialities like this,ok but think of what an amazing scam this is  we are fools for not scamming bitcoin bros out of money for trivialities like this,0.08792799711227417
1533,2021-10-01 09:51:24,Bitcoin has been discovered to be racist. Good run while it lasted:  https://t.co/MkuBuFPmWu,Bitcoin has been discovered to be racist. Good run while it lasted:  ,0.01523125171661377
1534,2021-10-01 09:51:23,When people are Fearful we are...  Did you catch the new #BTC video 🤔 RARE BULLISH PATTERN NOBODY IS WATCHING👀  https://t.co/AomSV2Mlqv  https://t.co/h0pLwczCER,When people are Fearful we 🤔 RARE BULLISH PATTERN NOBODY IS WATCHING👀  ://,0.0025276541709899902
1536,2021-10-01 09:49:39,@WuTangFinancia $VRA do your job guys. We know the drill  $VRA $TRIAS $ETH $BTC, $VRA do your job guys. We know the drill  $VRA $TRIAS $ETH $BTC,0.002400219440460205
1538,2021-10-01 09:49:12,"Every night I wake up, screaming.  I think there are nightmares of when I was a beginner at trading, in the “before times”  #btc","Every night I wake up, screaming.  I think there are nightmares of when I was a beginner at trading, in the “before times”  ",0.008124887943267822
1539,2021-10-01 09:48:53,16 months without alcohol today.  Easy peasy. x,16 months without alcohol today.  Easy peasy. x,0.055662333965301514
1540,2021-10-01 09:48:53,#FREE #Moneytip #FF Follow these Dutch traders! 😈📈💸 @DTCcryptotrades @MrCoingrats @DaanCrypto  @GemsByKans @CryptoCurNL @CryptoJelleNL @Phoenix_Ash3s @damskotrades @Coinbaas_NL  @MooijCapital  @CCT_TradingZone @DoopieCash  @CryptoMichNL  $BTC $ETH $FTM $ADA $ICX,   Follow these Dutch traders! 😈📈💸                   $BTC $ETH $FTM $ADA $ICX,0.006808221340179443
1542,2021-10-01 09:48:24,"#BTC closed higher by 5.5% on a day of global risk off with the dollar flat. September is likely the shake out before the next leg up in the #bull market.  Multi billion dollar liquidations, weak hands panic selling, FUD, macro risk off, rising dollar, and BTC still held 40k."," closed higher by 5.5% on a day of global risk off with the dollar flat. September is likely the shake out before the next leg up in the  market.  Multi billion dollar liquidations, weak hands panic selling, FUD, macro risk off, rising dollar, and BTC still held 40k.",0.0031706690788269043
1543,2021-10-01 09:48:23,Q4. That’s the tweet.   #Bitcoin,Q4. That’s the tweet.   ,0.004406154155731201
1544,2021-10-01 09:48:01,September #Crypto highlights:  Robinhood begins testing #Crypto wallets  Twitter releases #Bitcoin tip jar  Chinese declares all #crypto transactions illegal  Interactive Brokers introduces #Crypto trading  Coinbase $1.5B debt deal  FTX signs Steph Curry and moves HQ to Bahamas,September  highlights:  Robinhood begins testing  wallets  Twitter releases  tip jar  Chinese declares all  transactions illegal  Interactive Brokers introduces  trading  Coinbase $1.5B debt deal  FTX signs Steph Curry and moves HQ to Bahamas,0.30227404832839966
1545,2021-10-01 09:47:53,"Overview of BTC Price Action, by @davthewave  https://t.co/0EJGilsasM   Latest article just published. Make sure to sign up or subscribe~~","Overview of BTC Price Action, by   ~~",0.013908565044403076
1546,2021-10-01 09:47:51,Drop your favourite #nft 👇❤️  Rt &amp; Follow @nftmania_ 💥💥  Winner 🏆 will get Rt🚀🚀  #BNB #BTC #NFTGiveaways,Drop your favourite  👇❤️  Rt &amp; Follow  💥💥  Winner 🏆 will get Rt🚀🚀    ,0.01587522029876709
1547,2021-10-01 09:46:44,- 𝗕𝗹𝗼𝗰𝗸𝗰𝗵𝗮𝗶𝗻 101 Blockchain Technology: Changing the Status Quo Visit:  https://t.co/iQLiwa0yWu  𝗕𝗹𝗼𝗰𝗸𝗰𝗵𝗮𝗶𝗻 𝗘𝘃𝗼𝗹𝘂𝘁𝗶𝗼𝗻 - @Bitcoin = 1.0 - @Ethereum = 2.0  - @Cardano = 3.0  #Bitcoin #Cardano #Ethereum #BTC $ADA #ETH  https://t.co/IeONFmE5Mp,- 𝗕𝗹𝗼𝗰𝗸𝗰𝗵𝗮𝗶𝗻 101 Blockchain Technology: Changing the Status Quo Visit:  = 1.0 -  = 2.0  -  = 3.0      $ADA   ,0.010892033576965332
1548,2021-10-01 09:46:08,$TRIAS hope your bags are packed and ready. As long as BTC doesn’t mess this up it should explode as it has broken out on the daily (USDT and BTC chart)  https://t.co/s5QgNi9kAb,$TRIAS hope your bags are packed and ready. As long as BTC doesn’t mess this up it should explode as it has broken out on the daily (USDT and BTC chart)  ,0.001944422721862793
1549,2021-10-01 09:45:09,“@edstromandrew you are way smarter than @RayDalio “  @FossGregfoss on #Bitcoin   (@SwanBitcoin with @CitizenBitcoin )  https://t.co/vgu23jURU5,“ you are way smarter than  “   on    ( with  )  ,0.9714916348457336
1551,2021-10-01 09:44:43,I'M GOING ON YAHOO FINANCE TO TALK BITCOIN &amp; CRYPTO...  https://t.co/WFH8t3xLXo,I'M GOING ON YAHOO FINANCE TO TALK BITCOIN &amp; CRYPTO...  ,0.004597306251525879
1552,2021-10-01 09:44:41,@0xlimb @BTCGandalf @sathoarder @firebrand_btc @JRadisRadder @AriZonanHODL @DannyDeafDavis @IwanRabbinstein @labrahodl10 @0rangemirr0r @MarcornRamius @derekmross @MoonOverlord @rleshner  https://t.co/EX4bMtjhno,               ,0.012737691402435303
1553,2021-10-01 09:44:36,That’s right -it’s shitposting time. Taghash coinbit amirite #Bitcoin,That’s right -it’s shitposting time. Taghash coinbit amirite ,0.006564736366271973
1554,2021-10-01 09:44:12,.@nvk let’s get a new blockclock metric… percent of the way to sat-cent parity (we’re about 4.5% now)  RT if you want it,. let’s get a new blockclock metric… percent of the way to sat-cent parity (we’re about 4.5% now)  RT if you want it,0.001239776611328125
1555,2021-10-01 09:44:01,Bitcoin fixed this  https://t.co/Ds04XRcPeF,Bitcoin fixed this  ,0.0022528767585754395
1556,2021-10-01 09:44:00,"You’ve seen alts decoupling from BTC when it dumps, outperforming anything in the sector.  Now we’re seeing BTC decouple from equities..   I wonder what happens next","You’ve seen alts decoupling from BTC when it dumps, outperforming anything in the sector.  Now we’re seeing BTC decouple from equities..   I wonder what happens next",0.0022159218788146973
1558,2021-10-01 09:43:07,An acquaintance I have been talking to for years about #btc is having trouble financially... I told him he should start stacking sats. He says he wants to buy real estate and sell chickens... He doesn't have the money  though... NGMI so fucking sad..,An acquaintance I have been talking to for years about  is having trouble 't have the money  ,0.0004731416702270508
1559,2021-10-01 09:42:01,He's not going anywhere.. bet a whole Bitcoin on it,He's not going anywhere.. bet a whole Bitcoin on it,0.00019556283950805664
1561,2021-10-01 09:41:57,Monthly reminder that #Bitcoin is weird and kind of likes to mirror itself over the halving.  Charted in June. So far so good.  https://t.co/ge9ir2y3q3,Monthly reminder that  is weird and kind of likes to mirror itself over the halving.  Charted in June. So far so good.  ,0.9988172054290771
1562,2021-10-01 09:41:54,@ForkFlip @BitcoinMagazine THAT'S ONLY 3 BITCOIN EACH!,  THAT'S ONLY 3 BITCOIN EACH!,0.0008015036582946777
1563,2021-10-01 09:41:30,"Bitcoin is up 6,953% in the last 5 years   $SPY is up 99% in the last 5 years.","Bitcoin is up 6,953% in the last 5 years   $SPY is up 99% in the last 5 years.",0.0387004017829895
1564,2021-10-01 09:41:24,Every 5 hours I am asking @RobinhoodApp to list #SHIB who is with me let's come with me #SHIBARMY #Crypto #SHIB #bone #leash #Bitcoin #blockchain #cloud #decentralized #altcoin #cryptocurrency #Crypto.,Every 5 hours I am asking  to list  who is with me let's come with me            .,0.0071599483489990234
1565,2021-10-01 09:41:01,S&amp;P looking ugly. Bitcoin still not caring. 🤔,S&amp;P looking ugly. Bitcoin still not caring. 🤔,0.00023180246353149414
1566,2021-10-01 09:40:57,Small sample size but this is really sweet to see S&amp;P dropping while bitcoin rises  🤞   We continue the march towards “sats are my safe haven”,Small sample size but this is really sweet to see S&amp;P dropping while bitcoin rises  🤞   We continue the march towards “sats are my safe haven”,0.9973614811897278
1567,2021-10-01 09:40:38,The fear index has become lower as time goes by #BTC #Bitcoin #cryptocurrencies #Crypto  Visit  https://t.co/I4PAFyMpFe to buy the dip 🚀,The fear index has become lower as time goes by      Visit  🚀,0.0009161233901977539
1568,2021-10-01 09:40:34,Grandad: Was gold  really worth more than #bitcoin once ?  Get me a beer from a fridge and I'll tell you how many bitcoins you could get for 1 bar of gold when I was young...,Grandad: Was gold  really worth more than  once ?  Get me a beer from a fridge and I'll tell you how many bitcoins you could get for 1 bar of gold when I was ,0.004485189914703369
1570,2021-10-01 09:39:02,Federal Reserve Chairman Jerome Powell says he has no intention to ban $BTC or #cryptocurrency and is only looking to regulate the market.  Positive steps towards building the infrastructure and framework for #crypto to grow! 🙌,Federal Reserve Chairman Jerome Powell says he has no intention to ban $BTC or  and is only looking to regulate the market.  Positive steps towards building the infrastructure and framework for  to grow! 🙌,0.9952585101127625
1571,2021-10-01 09:37:48,21 million #Bitcoin. 56.1 million millionaires  Do the math ✨,21 million . 56.1 million millionaires  Do the math ✨,0.03534841537475586
1572,2021-10-01 09:36:16,"#Bitcoin ETFs and funds now own around 800,000 $BTC, amounting to 4.3% of the total supply.  Watch Chart of the Day, sponsored by @cryptocom:  https://t.co/Luo0PMmLJr  https://t.co/KB6LekWZ1c"," ETFs and funds now own around 800,000 $BTC, amounting to 4.3% of the total supply.  Watch Chart of the Day, sponsored by :  ://",0.006240427494049072
1573,2021-10-01 09:36:10,"On a #bitcoin standard birth rates will increase, families will make lasting long-term decisions, products will be made to last, and suicide rates will decrease.   Just to name a few.","On a  standard birth rates will increase, families will make lasting long-term decisions, products will be made to last, and suicide rates will decrease.   Just to name a few.",0.0106162428855896
1575,2021-10-01 09:34:42,"As fiat as it sounds, I may start an online shop of hats and shirts for people that value Bitcoin opsec and trolling the clown world simultaneously.","As fiat as it sounds, I may start an online shop of hats and shirts for people that value Bitcoin opsec and trolling the clown world simultaneously.",0.003987550735473633
1576,2021-10-01 09:34:29,"$EPAZ “As crypto-assets became more popular, they were able to break into the mainstream of the commerce and finance industry. Thus, it is vital to use the $EPAZ #Bitcoin  #Altcoins Tracker App to protect your assets anywhere you go” @epazz   Entry .0156-.018 today (lucky)  .15+  https://t.co/CfCL21oGcJ","$EPAZ “As crypto-assets became more popular, they were able to break into the mainstream of the commerce and finance industry. Thus, it is vital to use the $EPAZ    Tracker App to protect your assets anywhere you go”    Entry .0156-.018 today (lucky)  .15+  ",0.9859300255775452
1577,2021-10-01 09:34:25,"📈💶$7,062,955 $BTC LONGED @$43686.0 [01/10/21 01:34:25] 🏪FTX | BTC-PERP  🗣️Fear is only temporary. Regrets last forever ... - HealthumFitness","📈💶$7,062,955 $BTC LONGED @$43686.0 [01/10/21 01:34:25] 🏪FTX | BTC-PERP  🗣️Fear is only temporary. Regrets last forever ... - HealthumFitness",0.007138192653656006
1579,2021-10-01 09:33:52,"One more follower and I’ll have 3333 followers!  Idk just seemed cool, but if I wake up tomorrow with 9999 followers that would be cooler 🤷‍♂️  $ICP $ONE $ETH $BTC  https://t.co/3B8sVPBZbt","One more follower and I’ll have 3333 followers!  Idk just seemed cool, but if I wake up tomorrow with 9999 followers that would be cooler 🤷‍♂️  $ICP $ONE $ETH $BTC  ",0.0059413909912109375
1580,2021-10-01 09:33:49,"@NeilJacobs Bitcoin has a white paper. Shitcoiners have ""dear hacker"" letters."," Bitcoin has a white paper. Shitcoiners have ""dear hacker"" letters.",0.001551985740661621
1581,2021-10-01 09:33:14,"Bitcoin, Ethereum, Dogecoin Buoyant Exiting September, Analysts Watch For October Recovery $BTC $ETH $DOGE   https://t.co/LLDkwSep4N","Bitcoin, Ethereum, Dogecoin Buoyant Exiting September, Analysts Watch For October Recovery $BTC $ETH $DOGE   ",0.00476992130279541
1582,2021-10-01 09:33:07,“Each complaint seeks orders directing the entities to cease and desist from committing violations of the Commodity Exchange Act and CFTC regulations as charged.” #cryptocurrency #bitcoin  https://t.co/9STfyITha0,“Each complaint seeks orders directing the entities to cease and desist from committing violations of the Commodity Exchange Act and CFTC regulations as charged.”    ,0.00817406177520752
1583,2021-10-01 09:32:53,"Twitter tips are finally turned on which is great 👍  EXCEPT that it’s #bitcoin legacy address only, not even segwit! 😡   Seriously can’t wait for Lightning. Who’s bringing @ln_strike to Australia? I heard @jackmallers say someone was…","Twitter tips are finally turned on which is great 👍  EXCEPT that it’s  legacy address only, not even segwit! 😡   Seriously can’t wait for Lightning. Who’s bringing  to Australia? I heard  say someone was…",0.9822661876678467
1584,2021-10-01 09:32:32,Fascinating conversation on #bitcoin on @jordanbpeterson podcast episode 40  https://t.co/cynOWswDZf,Fascinating conversation on  on  podcast episode 40  ,0.9792349338531494
1585,2021-10-01 09:32:31,"📈💶$4,366,099 $BTC LONGED @$43661.0 [01/10/21 01:32:30] 🏪FTX | BTC-PERP  🗣️Give a very warm applause for the new generation of involuntary community members - cryptodepp","📈💶$4,366,099 $BTC LONGED @$43661.0 [01/10/21 01:32:30] 🏪FTX | BTC-PERP  🗣️Give a very warm applause for the new generation of involuntary community members - cryptodepp",0.9970816969871521
1587,2021-10-01 09:31:54,"Latest crypto prices: Bitcoin up 1.16%, Ether up 1.11% and Dogecoin up 0.09%. Get the latest from the crypto market on  https://t.co/A4fzZc1YVD #CryptoWithNDTV  https://t.co/hss6IQTgEd","Latest crypto prices: Bitcoin up 1.16%, Ether up 1.11% and Dogecoin up 0.09%. Get the latest from the crypto market on  ://",0.00487208366394043
1588,2021-10-01 09:31:52,"#Bitcoin closed out September at $43,800. If it was $200 higher @100trillionUSD's S2F Model would be completely useless! 😱 (I'm joking btw...)"," closed out September at $43,800. If it was $200 higher 's S2F Model would be completely useless! 😱 (I'm joking )",0.00035750865936279297
1591,2021-10-01 09:31:05,The #BTC of TV's,The  of TV's,0.13976263999938965
1592,2021-10-01 09:30:50,"I'm keen to hear people's thoughts, though I'm sure whatever is suggested will assuredly be speculation.  CIA Ops? Some random dude in Albania? 0.5 bitcoin paid to the owner to transfer the pw of the account? Who knows…","I'm keen to hear people's thoughts, though I'm sure whatever is suggested will assuredly be speculation.  CIA Ops? Some random dude in Albania? 0.5 bitcoin paid to the owner to transfer the pw of the account? Who knows…",0.9805426597595215
1594,2021-10-01 09:30:03,"@LomahCrypto Dollar, t bills, but btc can be lagging. Friday will be interesting, MOC on sale side.  https://t.co/Cevth8GRQ5"," Dollar, t bills, but btc can be lagging. Friday will be interesting, MOC on sale side.  ",0.023994743824005127
1598,2021-10-01 09:29:25,"Ladies and gentleman, this is DeCeNtRaLiSeD FiNaNcE  https://t.co/adJ0U3AAgr","Ladies and gentleman, this is DeCeNtRaLiSeD FiNaNcE  ",0.9441090226173401
1599,2021-10-01 09:29:23,$SPX and equities futures are still dumping and I’m actually quite surprised $BTC is holding up this well. Either someone knows something with #bitcoin or we are about to see some delayed extreme fuckery. Hold me.  https://t.co/ssO15d1LIJ,$SPX and equities futures are still dumping and I’m actually quite surprised $BTC is holding up this well. Either someone knows something with  or we are about to see some delayed extreme fuckery. Hold me.  ,0.9694457054138184
1600,2021-10-01 09:29:18,@LomahCrypto BTC is already down 36% from its highs.  SPX is down 5% from its highs.  Maybe BTC is just the canary in the coal mine., BTC is already down 36% from its highs.  SPX is down 5% from its highs.  Maybe BTC is just the canary in the coal mine.,0.000324249267578125
1601,2021-10-01 09:28:30,"Don't forget to watch the empty closet purple crocs news segment tomorrow, LFG world get with the program already #bitcoin taking over","Don't forget to watch the empty closet purple crocs news segment tomorrow, LFG world get with the program already  taking over",0.030868887901306152
1602,2021-10-01 09:27:44,@AnthonyJK @sathoarder @firebrand_btc @JRadisRadder @AriZonanHODL @DannyDeafDavis @IwanRabbinstein @labrahodl10 @0rangemirr0r @MarcornRamius @derekmross @MoonOverlord @rleshner  https://t.co/pfFXedGJz0,              ,0.01265019178390503
1607,2021-10-01 09:26:51,"@rleshner For a long time I thought the only utility of Ethereum was regulatory cover for bitcoin, but I was wrong.  The entertainment value is fantastic.  Thank you."," For a long time I thought the only utility of Ethereum was regulatory cover for bitcoin, but I was wrong.  The entertainment value is fantastic.  Thank you.",0.9998087286949158
1609,2021-10-01 09:25:31,8.5%  I dig the new wheel @fold_app  https://t.co/zFxq4znwez,8.5%  I dig the new wheel   ,0.002257704734802246
